cleaned_text,label,intensity
"'s ahead polls & amp ; trumps dismal performance upcoming debate , easy win hillary .",sadness,0.174
roast . risotto sage pine nuts,sadness,0.167
happiness always . choose see . 's point dwelling dark ignoring light stars .,sadness,0.167
good morning chirpy # springequinox pensive sister # autumnequinox perfect day however expressed 🌹🍁🌓☯️ # thebeautyofbalance,sadness,0.167
also amazon prime would like help girl lol # serious,sadness,0.167
added paul walker xbox spends time dashboard . # humor # funny,sadness,0.167
"nice see balotelli back best , good player .. lost way bit !",sadness,0.167
ha freshers blues would love ... ha nice tshirt .. vote pedro,sadness,0.167
get cross # apple tree # pine tree ? 🍎🌲\nnothing . ca n't cross-pollinate # deciduous # coniferous # trees .,sadness,0.146
"please bear , 'm twitter savvy😝 real life 'm facebook person . help gain followers 🤓 # blog # selfhelp",sadness,0.146
even 're fighting 'm laughing . probably serious ingrained issues😂🤗,sadness,0.146
"pfft- yeye , 'm sucker bright yellow , red , pink , blues comes coloring backgrounds haaa",sadness,0.146
never dull moment talking nell 😂😂😂😂😋,sadness,0.146
never dull moment,sadness,0.146
# picoftheday : ... ... really ... ! ! \n # funny # picoftheday # lol # random # laugh # chair # # despair # funnypics # virgin # cafe # ...,sadness,0.146
great tournament chair award # serious,sadness,0.132
red one would look super pretty bronzy glowy nude lip makeup look ! rd black would pretty dark lip ! 😍,sadness,0.125
hmu need players lans next year . dm . need serious players . im org,sadness,0.125
"# ff love & amp ; support , always ! ! eliza neals rocks ! ! # blues # music # friends 😎🎸",sadness,0.125
thank much ! home - stunned happy . n't think sunk yet ! wow .,sadness,0.104
put winter duvet ☃️❄️🌬☔️,sadness,0.104
's pretty ! love sky background purple highlights dull colors great,sadness,0.088
second artist announcement looking good # bluesfest # blues # music # byronbay,sadness,0.083
"literally eat creamy pesto pasta topped grilled chicken , sun dried tomatoes , asparagus pine nuts every single day life",sadness,0.083
"lol thought maybe , could n't decide levity",joy,0.312
nawaz sharif getting funnier day day . # laughter # challenge # kashmir # baloch,joy,0.7
nawaz sharif getting funnier day day . # challenge # kashmir # baloch,joy,0.58
😁 ... 'll people watch enjoy rare show optimism,joy,0.438
love family much # lucky # grateful # smartassfamily # love,joy,0.936
love family much # lucky # grateful # smartassfamily # hilarious # love,joy,0.792
"assure laughter , increasing anger costs , arrogance westminster .",joy,0.167
"trump supporters hillary haters wan na chirp weak minded , pandering liberals tweet",joy,0.1
google caffeine-an sprightly lengthening corridor seo : wgj,joy,0.2
"tweet dedicated back pain , understand youthful spry . full life . vivacious .",joy,0.229
liking optimism,joy,0.54
"rainy day , cheerful sunshine , prussian , want nothing prussian . : |",joy,0.245
indeed lovely team incredibly attentive ball . cheese lively gesture !,joy,0.646
"'re welcome ! # wordgeek \nalso , good put face twitter feed , even cheery hello ! 😀",joy,0.646
"... age , heyday blood tame ... ' # shakespeareaninsults # hamlet # elizabethan # williamshakespeare",joy,0.26
embarrassed saw us like knvfkkjg thinks 're stalkers n starts waving cheerfully inviting us 😩,joy,0.25
"good # cx often n't require much . # smile , # care , # relate # helpful . thanks , lakis court hotel # cyprus",joy,0.583
- canada final tomorrow # wch # predictions # optimism # canadian 🇨🇦,joy,0.42
turn two weeks . happy . darkest year yet . elated survived,joy,0.708
"thenicebot : indymn thought holidays could get cheerful , met . # thenicebot # الخفجي",joy,0.769
smell freshly cut grass n't even cheer ... boy oh boy,joy,0.229
clear american naturally flavored sparkling water,joy,0.312
"cheerful heart good medicine , broken spirit saps person 's strength . ' { proverbs : } # wednesdaywisdom",joy,0.292
somebody braved storm brewing . # cheerful,joy,0.46
somebody braved storm brewing .,joy,0.292
"ready nice , breezy , calm , sunshine weather.🍂🍁 # autumn",joy,0.583
"gets better . without explanation ; wake one morning ’ happy , totally utterly elated .",joy,0.896
"imagine sad la fans gona get eliminated ... man 's gon na nirvana , religious experience rejoicing misery",joy,0.333
heather # hilarious ! # anthonyweiner # gets # nyc,joy,0.812
val reminds one cheerful witches looks aurora disney ’ sleeping beauty . # gbbo,joy,0.521
thank much coming detroit 'm going sob joyful rainbows brb,joy,0.804
far greet raised £ come # sparkling,joy,0.625
day make ! # goals # challenges # business # goals # success # photographer # photography # thursdaythoughts,joy,0.604
day make ! # goals # challenges # business # goals # optimism # happy # success # photographer # photography # thursdaythoughts,joy,0.423
"n't respond email within fays , wifl killed animated gif girl ring .",joy,0.18
"'s # hobbitday ! \nhobbit 's give gifts birthdays , 'm sharing gift # glee today ! find something makes happy !",joy,0.708
incredible anthony weiner caught chasing busty milkmaid across park double speed jaunty music plays,joy,0.38
"mick nods . ' would like . ' went back food , smiling finished .",joy,0.62
would n't basically sparkling water,joy,0.32
"'m absolutely love laurie hernandez , 's adorable always cheerful !",joy,0.788
[ gives gleeful squeak wraps around ] mine !,joy,0.729
"developed 'forced smile ' . force describe ' little hearty maybe , sanki biraz ' : )",joy,0.208
"give cheerfully accept gratefully , everyone blessed . » maya angelou",joy,0.712
# new day # live # smile . hope # followers nice # night # day . :,joy,0.688
"* peers , eyes crinkling mirth affection * love ye , bonnie belle .",joy,0.66
would # tragicallyhip # help make # hospitalized # sick # kids # smile 😊✌❤,joy,0.519
chris would take full responsibility would want us rejoice memories .,joy,0.28
get subway melt make sure 's hearty italian bread ... black olives must though,joy,0.38
's spirit # optimism,joy,0.396
's spirit,joy,0.354
"yiu n't respond .o email within days , willxbe killed animated gif girl froa ri.g .",joy,0.22
great minds think alike . # rejoice,joy,0.519
great minds think alike .,joy,0.479
dolores . ' thin lipped smile graced glossed lips let blues peer woman . ' constant delight .. always . ',joy,0.625
"issues broadband bill , charged month signed airtel .. # hilarious",joy,0.34
"issues broadband bill , charged month signed airtel ..",joy,0.038
joyous . worried would disappointed . definitely . # chickflick # giggles # comethefuckonbridget,joy,0.68
metal keeps young spry keeps hair luxurious.\n\nyes\n\nshut listen,joy,0.46
hate im singing idiot thinks join like ... fcking glee # meanrikonabot,joy,0.08
lmao 'so slutty ' hater girl ? video hilarious . 😂,joy,0.7
good optimism sir : ),joy,0.538
tell bodies cheering deaths black people cops . fear killing us .,joy,0.1
get delight,joy,0.404
come rejoice arrival .,joy,0.458
[ moment levity b ] baby : want isis ! give isis ! \nmom : shh ! \nbaby : want isis ! \nwest indian woman : wants ? \nmom : * ices * .,joy,0.521
starting new challenge ! glee poll every day !,joy,0.625
l rule mind ! ! ! ! ! ! \nit 's hilarious ca n't 😭😑😮,joy,0.396
lifetime laughter expense death bachelor,joy,0.354
"tone voice : 're like one direction , 're thoughtful timid , yet playful",joy,0.423
sioux valley wins home competitive # cheer invite score . ... dell rapids second,joy,0.583
tutoring gives exhilarating feeling . love helping people 😌,joy,0.896
"hey phil glutting thank following us , 's appreciated : ) # smile",joy,0.76
"hey phil glutting thank following us , 's appreciated : )",joy,0.646
feels good get outside minute get fresh air . 's hard stay cooped inside day # breezy,joy,0.708
feels good get outside minute get fresh air . 's hard stay cooped inside day,joy,0.58
ppl get triggered u smiling 're irrelevant,joy,0.17
snapchat new would beg differ # optimism,joy,0.396
snapchat new would beg differ,joy,0.156
hearty jonza ! friends follower .,joy,0.704
"must knowing # blithe means ( adj . ) happy , cheerful .",joy,0.583
old saying ' # smile shared one gained another day ',joy,0.5
bridget jones ' baby bloody hilarious 😅 # bridgetjonesbaby,joy,0.86
sparkling water makes life sparkly,joy,0.521
'm tired everybody telling chill everythings ok. fuck . 'm tired faking fucking smile,joy,0.042
# gbbo cheer ☺️,joy,0.417
"& amp ; much hate dude cheat , women forego pleasing man , get lazy & amp ; men get lazy & amp ; 's pointless",joy,0.16
happy birthday jin young ! ! ! ! ! ! # princejinyoungday # happyjinyoungday # got # birthday,joy,0.75
happy birthday jin young ! ! ! ! ! ! # princejinyoungday # happyjinyoungday # got # happy # birthday,joy,0.688
race advances extra achievements individual . individual . ~charles towne\n # optimism # inspire,joy,0.34
race advances extra achievements individual . individual . ~charles towne\n # inspire,joy,0.258
"watching football matches without commentary something rejoice , found transmission city ’ match like today , joyful .",joy,0.688
# twd comes soon # happy,joy,0.712
# twd comes soon,joy,0.333
thank obama cut ! ! ! ! ! ! elated 's back home😍,joy,0.833
"'oh ! ' almost odd cheerfulness , big boss offers : 'muzzle flash blinding . accidental guy became best friend . '",joy,0.396
gemma simmons bright spot premiere far . # agentsofshield,joy,0.521
beautiful day lord made . rejoice glad ! ! !,joy,0.88
watch amazing live.ly broadcast .peterson # lively # musically . come watch,joy,0.52
"sometimes like talk sadness . times , want distracted friends , laughter , shopping , eating ... \n\n # mhchat",joy,0.25
oi 've absolutely fucking killed .. mins later im still crying laughter .. grindah .. grindah ... 🤓 hahahahahahaha,joy,0.846
happy live nyc ! see tomorrow .....,joy,0.729
"accept challenges , may feel exhilaration victory .",joy,0.36
beautiful day . # elated,joy,0.854
beautiful day .,joy,0.64
yeah bro eas hella exhilarating,joy,0.604
sometimes im sad remember margaret thatcher dead rejoice,joy,0.292
brown nosing 've listened lots housing ministers # nhf impressed,joy,0.354
brown nosing 've listened lots housing ministers # nhf impressed # optimism,joy,0.354
possibly kg bought player buy glen minority owner ? # optimism,joy,0.32
martin roth leaving v & amp ; shoes effects # brexit : bright talented foreigners made feel unwelcome leaving u.k. # cnews,joy,0.2
one thing say kept smiling,joy,0.66
# blackish always # rollin # hilarious,joy,0.833
# blackish always # rollin,joy,0.625
toddler coping new arrival ? tried killing yet ? ' cheerfully ask .,joy,0.292
american schools lively,joy,0.614
drawing mini-comics joyful ; folding mini-comics meditative relaxing . think need halloween ...,joy,0.562
"korgoth barbaria brutality , king julian hilarity , ariel ... hot ...",joy,0.438
"love # memories randomly pop\ninto head , # smiling like an\n # idiot ages 󾌴",joy,0.875
"( laughed bit . course ! aria shook head , calming mirth could listen mikey . ) , actually . +",joy,0.438
